# 知识图谱疾病/病症列表 - 西医（共 1596 条）
# 格式：名称 | 来源 | 频次
口咽恶性肿瘤 | admission,discharge | 5
口腔炎 | discharge | 5
口腔黏膜溃疡 | discharge | 5
呼吸道感染 | admission,discharge | 5
咽炎 | discharge | 5
嗜睡 | discharge | 5
多脏器功能衰竭 | admission,discharge | 5
天疱疮 | discharge | 5
头面颈部皮肤感染 | admission,discharge | 5
帕金森病 | admission,discharge | 5
带状疱疹后神经痛 | admission,discharge | 5
应激性胃炎 | admission,discharge | 5
强直性脊柱炎 | admission,discharge | 5
心功能III级(NYHA分级) | admission,discharge | 5
急性尿道炎 | discharge | 5
急性牙周炎 | discharge | 5
急性肝衰竭 | admission,discharge | 5
慢性嗜酸性细胞白血病 | admission,discharge | 5
慢性尿道炎 | admission,discharge | 5
慢性白血病 | admission,discharge | 5
慢性肾功能不全 | discharge | 5
梭形细胞癌 | admission | 5
槭糖尿病 | discharge | 5
死亡 | discharge | 5
残胃恶性肿瘤 | admission,discharge | 5
炎症后肺纤维化 | discharge | 5
皮下出血 | admission,discharge | 5
盆腔肿物 | admission,discharge | 5
盆腔肿瘤 | admission,discharge | 5
直肠粘膜炎 | discharge | 5
糖尿病性坏死性筋膜炎 | admission | 5
肠粘连 | admission,discharge | 5
胃继发恶性肿瘤 | admission,discharge | 5
胃肠道间质肉瘤 | admission,discharge | 5
胆囊腺肌症 | admission,discharge | 5
胆汁淤积症 | admission,discharge | 5
胰头继发恶性肿瘤 | admission,discharge | 5
脊髓继发恶性肿瘤 | admission,discharge | 5
脑梗死个人史 | admission,discharge | 5
脑梗死恢复期 | admission,discharge | 5
腰椎压缩性骨折 | discharge | 5
腰椎术后 | discharge | 5
腰肌劳损 | discharge | 5
腰部恶性肿瘤 | admission,discharge | 5
药物性肝炎伴肝功能衰竭 | admission,discharge | 5
药物性骨髓抑制 | admission,discharge | 5
蝶窦囊肿 | admission | 5
血尿 | admission,discharge | 5
间位结肠 | admission | 5
阴道出血 | admission,discharge | 5
青光眼 | admission,discharge | 5
频发性室性期前收缩 | admission,discharge | 5
食管憩室 | admission,discharge | 5
食管静脉曲张 | discharge | 5
2型糖尿病足 | discharge | 4
上肢静脉血栓形成 | admission,discharge | 4
人类免疫缺陷病毒\[HIV\]病造成的淋巴造血和有关组织的其他恶性肿瘤 | admission,discharge | 4
人类免疫缺陷病毒\[HIV\]的实验室证据 | discharge | 4
会厌恶性肿瘤 | admission,discharge | 4
会阴部恶性肿瘤 | admission,discharge | 4
儿童骨髓增生异常综合征 | admission,discharge | 4
先天性耳聋 | discharge | 4
关节积液 | admission,discharge | 4
前列腺钙化灶 | discharge | 4
包裹性腹腔积液 | admission,discharge | 4
化学治疗 | discharge | 4
卵巢继发性恶性肿瘤 | discharge | 4
卵巢肿物 | discharge | 4
周围神经病 | discharge | 4
唇结节病 | admission,discharge | 4
外痔 | discharge | 4
多部位淋巴结继发恶性肿瘤 | discharge | 4
失眠 | admission,discharge | 4
姑息性化疗 | admission,discharge | 4
子宫及输卵管恶性肿瘤 | discharge | 4
室性自搏 | admission,discharge | 4
急性上消化道出血 | admission,discharge | 4
慢性骨髓增殖性肿瘤 | admission,discharge | 4
成人T-细胞白血病 | admission,discharge | 4
新型冠状病毒肺炎 | discharge | 4
椎体继发恶性肿瘤 | admission,discharge | 4
椎管狭窄 | discharge | 4
气管支架置入术后 | admission,discharge | 4
气胸 | discharge | 4
淋巴管炎 | discharge | 4
甲型H1N1流行性感冒性肺炎 | admission,discharge | 4
男性乳腺增生 | admission,discharge | 4
瘫痪 | admission,discharge | 4
癫痫，其他的 | admission | 4
皮疹 | admission,discharge | 4
皮肌炎 | discharge | 4
直肠癌伴出血 | admission,discharge | 4
短暂性脑缺血发作 | admission,discharge | 4
神经内分泌肿瘤 | admission,discharge | 4
神经性耳鸣 | discharge | 4
结核性腹膜炎 | discharge | 4
结节性硬化型霍奇金病 | admission,discharge | 4
继发性恶性肿瘤，其他特指部位的 | discharge | 4
肝恶性肿瘤(？) | admission | 4
肝恶性肿瘤个人史 | admission,discharge | 4
肝损害 | admission,discharge | 4
肝母细胞瘤 | admission,discharge | 4
肝脓肿 | discharge | 4
肺心病 | admission | 4
肺空洞 | admission,discharge | 4
肾上腺肿物 | discharge | 4
肾上腺肿瘤 | admission,discharge | 4
肾病综合征 | discharge | 4
肾静脉血栓形成 | discharge | 4
胃吻合口炎 | discharge | 4
胆囊结石伴胆囊炎 | admission,discharge | 4
胰头恶性肿瘤 | admission,discharge | 4
胸膜炎 | admission,discharge | 4
胸部食管恶性肿瘤 | admission,discharge | 4
脑血管供血不足 | admission,discharge | 4
脑血管狭窄 | admission,discharge | 4
脱髓鞘性脑病 | discharge | 4
脾恶性肿瘤 | admission,discharge | 4
腰椎间盘突出症 | admission | 4
腹股沟继发恶性肿瘤 | discharge | 4
腹膜炎 | discharge | 4
腹部肿物 | admission,discharge | 4
膀胱结石 | admission,discharge | 4
膝关节痛 | admission,discharge | 4
臀部恶性肿瘤 | admission,discharge | 4
艾滋病 | admission,discharge | 4
蜂窝肺 | discharge | 4
重度骨质疏松 | discharge | 4
间变大细胞淋巴瘤 | admission,discharge | 4
阑尾术后 | discharge | 4
阴道恶性肿瘤 | admission,discharge | 4
阴道瘘 | discharge | 4
陈旧性下壁心肌梗死 | discharge | 4
降结肠恶性肿瘤 | admission,discharge | 4
面神经炎 | admission,discharge | 4
鞘膜积液 | admission,discharge | 4
颈内静脉血栓形成 | discharge | 4
颈椎术后 | admission,discharge | 4
颈椎退行性病变 | discharge | 4
颈静脉血栓形成 | discharge | 4
食管术后 | discharge | 4
骨髓移植术后 | admission,discharge | 4
高泌乳素血症 | admission,discharge | 4
高钠血症 | admission,discharge | 4
Ⅱ型呼吸衰竭 | discharge | 3
下肢水肿 | admission,discharge | 3
乙肝表面抗原携带者 | discharge | 3
低血糖 | admission,discharge | 3
先天性心包囊肿 | discharge | 3
全身性淋巴结增大 | admission,discharge | 3
前列腺术后 | discharge | 3
十二指肠溃疡 | discharge | 3
卵巢术后 | admission,discharge | 3
外阴恶性肿瘤 | admission,discharge | 3
大脑动脉狭窄脑梗死 | admission,discharge | 3
头颈部肿瘤 | admission,discharge | 3
子宫平滑肌瘤 | admission,discharge | 3
子宫肌壁间平滑肌瘤 | admission,discharge | 3
子宫腺肌瘤 | admission,discharge | 3
安装心脏起搏器 | admission,discharge | 3
室性心律失常 | admission,discharge | 3
小肠肿瘤 | discharge | 3
尿潴留 | discharge | 3
尿道炎，其他的 | discharge | 3
带状疱疹性神经痛 | admission,discharge | 3
干燥综合征伴肺间质纤维化 | admission,discharge | 3
心肌酶谱异常 | discharge | 3
心脏瓣膜病 | admission,discharge | 3
急性早幼粒细胞白血病 | admission,discharge | 3
急性肾功能不全 | admission,discharge | 3
急性胃炎 | discharge | 3
恶性心包积液 | admission,discharge | 3
恶性肿瘤放射治疗 | admission,discharge | 3
感染 | discharge | 3
慢性子宫颈炎 | discharge | 3
慢性肠炎 | discharge | 3
慢性萎缩性胃炎 | discharge | 3
慢性阑尾炎 | discharge | 3
房间隔缺损 | discharge | 3
手术前恶性肿瘤化学治疗 | discharge | 3
支气管哮喘 | discharge | 3
支气管恶性肿瘤 | admission,discharge | 3
放射性咽炎 | discharge | 3
未分化肉瘤 | admission,discharge | 3
桥本甲状腺炎 | discharge | 3
梅毒 | admission,discharge | 3
横纹肌肉瘤 | admission | 3
法特壶腹恶性肿瘤 | admission,discharge | 3
消化道出血(？) | admission | 3
混合性酸碱平衡失调 | discharge | 3
混合痔 | discharge | 3
滑膜肉瘤 | admission | 3
特发性门脉高压 | admission,discharge | 3
癔症 | discharge | 3
直肠肿瘤 | admission | 3
眩晕综合征 | admission,discharge | 3
睡眠障碍 | discharge | 3
神经损伤 | admission,discharge | 3
窦性停搏 | discharge | 3
糖尿病性周围神经病 | discharge | 3
糖尿病性肾病 | discharge | 3
糖尿病肾病I期 | discharge | 3
继发性糖尿病 | discharge | 3
维生素B12缺乏 | admission,discharge | 3
耻骨骨折 | admission,discharge | 3
肋间神经痛 | admission,discharge | 3
肝动脉栓塞 | discharge | 3
肝术后 | admission,discharge | 3
肝脓肿(？) | admission | 3
肠胀气 | admission,discharge | 3
肩关节痛 | admission,discharge | 3
肺原位癌 | admission,discharge | 3
肺部重症感染 | admission,discharge | 3
肾盂扩张 | admission,discharge | 3
肾肿物 | discharge | 3
胃原位癌 | admission,discharge | 3
胆管囊肿 | admission,discharge | 3
胆管结石 | discharge | 3
胆道感染 | admission,discharge | 3
胫骨骨折 | admission,discharge | 3
胸壁恶性黑色素瘤 | admission,discharge | 3
脊髓灰质炎后脊柱侧弯 | discharge | 3
脑和脑膜继发性恶性肿瘤 | discharge | 3
脑疝 | discharge | 3
脑白质病 | discharge | 3
脑缺血灶 | discharge | 3
脾梗死 | discharge | 3
腋下淋巴结肿大 | admission,discharge | 3
腰椎骨质增生 | admission,discharge | 3
膀胱炎 | discharge | 3
膝关节退行性病变 | discharge | 3
自体免疫性脑炎 | admission,discharge | 3
自身免疫相关性脑病 | discharge | 3
贲门继发恶性肿瘤 | discharge | 3
贲门肿瘤 | admission,discharge | 3
贲门胃体恶性肿瘤 | admission,discharge | 3
输尿管支架置入术后 | admission,discharge | 3
输尿管结石 | discharge | 3
输尿管造术状态 | discharge | 3
重症肺炎 | admission,discharge | 3
错构瘤病 | discharge | 3
门静脉栓塞 | discharge | 3
陈旧性胸膜结核 | discharge | 3
非霍奇金淋巴瘤(B细胞型) | admission,discharge | 3
颅内继发恶性肿瘤 | discharge | 3
颅骨继发恶性肿瘤 | admission,discharge | 3
颈部继发性恶性肿瘤 | discharge | 3
骨折术后 | admission,discharge | 3
骨盆骨折 | discharge | 3
骶骨继发恶性肿瘤 | discharge | 3
高血压病2级(低危) | admission,discharge | 3
鼻息肉 | discharge | 3
B-细胞淋巴瘤 | discharge | 2
Ⅱ度子宫脱垂 | admission,discharge | 2
Ⅲ度房室传导阻滞 | admission,discharge | 2
上腔静脉血栓形成 | admission,discharge | 2
上颌窦恶性肿瘤 | admission,discharge | 2
下肢动脉粥样硬化 | discharge | 2
下肢肿胀 | admission,discharge | 2
下肢软组织感染 | discharge | 2
下肢骨折 | discharge | 2
丙型肝炎后肝硬化失代偿期 | discharge | 2
中枢性面神经麻痹 | discharge | 2
乳腺良性肿瘤 | admission,discharge | 2
人类免疫缺陷病毒\[HIV\]病 | admission,discharge | 2
低体温 | admission,discharge | 2
低氧血症 | discharge | 2
低血容量 | admission,discharge | 2
低血糖性昏迷 | admission,discharge | 2
侵袭性NK细胞白血病 | admission,discharge | 2
全心衰竭 | discharge | 2
全身性疼痛 | admission,discharge | 2
全身炎症反应综合征 | admission,discharge | 2
冠状动脉缺血 | discharge | 2
创伤性脑梗塞 | discharge | 2
前列腺肿物 | admission,discharge | 2
前纵隔恶性肿瘤 | admission,discharge | 2
动态未定或动态未知的肿瘤 | discharge | 2
化脓性牙龈炎 | admission,discharge | 2
十二指肠炎 | discharge | 2
十二指肠继发恶性肿瘤 | discharge | 2
半月板损伤 | admission,discharge | 2
单侧腹股沟斜疝 | admission,discharge | 2
卵巢冠恶性肿瘤 | admission,discharge | 2
卵巢占位性病变 | admission,discharge | 2
口底恶性肿瘤 | admission,discharge | 2
口腔粘膜损害 | discharge | 2
右肺上叶恶性肿瘤 | admission,discharge | 2
右肺中叶恶性肿瘤 | admission,discharge | 2
呕血 | admission,discharge | 2
周围T细胞淋巴瘤 | admission,discharge | 2
呼吸心跳骤停 | discharge | 2
喉肿瘤 | admission,discharge | 2
嗅神经恶性肿瘤 | admission,discharge | 2
嗜酸细胞白血病 | discharge | 2
囊腺瘤 | admission,discharge | 2
回盲部淋巴瘤 | admission,discharge | 2
坠积性肺炎 | discharge | 2
增生性牙龈炎 | discharge | 2
声带麻痹 | admission,discharge | 2
壶腹部肿瘤 | admission,discharge | 2
多处损伤 | admission,discharge | 2
大细胞神经内分泌癌 | admission,discharge | 2
头、面和颈部淋巴结继发性的恶性肿瘤 | discharge | 2
子宫息肉 | discharge | 2
子宫恶性肿瘤史 | admission,discharge | 2
孕12周 | admission,discharge | 2
室上性心动过速 | discharge | 2
宫颈内膜原位癌 | admission,discharge | 2
导管相关性尿路感染 | admission,discharge | 2
小脑肿瘤(术后) | admission | 2
尿道出血 | admission,discharge | 2
左肺上叶恶性肿瘤 | discharge | 2
带状疱疹伴有其他并发症 | admission,discharge | 2
幽门梗阻 | discharge | 2
应激性高血糖状态 | admission,discharge | 2
心功能Ⅱ级(NYHA分级) | admission,discharge | 2
急性化脓性胆囊炎 | discharge | 2
急性咽喉炎 | admission,discharge | 2
急性心力衰竭 | discharge | 2
急性心肌梗死 | discharge | 2
急性心肌缺血 | admission,discharge | 2
急性早幼粒细胞性白血病 | admission | 2
急性肠炎 | discharge | 2
急性脊髓灰质炎 | discharge | 2
急性脑血管病 | discharge | 2
恶心和呕吐 | discharge | 2
恶性贫血 | discharge | 2
意识丧失 | admission,discharge | 2
感染性腹泻 | discharge | 2
慢性乙型丁型病毒性肝炎 | admission,discharge | 2
慢性单核细胞白血病 | discharge | 2
慢性咽炎 | discharge | 2
慢性心房颤动 | discharge | 2
慢性硬膜下血肿 | discharge | 2
慢性粒细胞性白血病伴缓解(急性变) | discharge | 2
慢性肝炎 | discharge | 2
慢性肾衰竭(肾功能不全)合并贫血 | discharge | 2
慢性胆囊炎急性发作 | admission,discharge | 2
慢性胰腺炎 | admission,discharge | 2
慢性鼻炎 | admission,discharge | 2
慢性鼻窦炎 | discharge | 2
手术后胃瘫综合征 | discharge | 2
扩张型心肌病 | admission | 2
抽搐状态 | discharge | 2
支气管瘘 | discharge | 2
支气管继发恶性肿瘤 | discharge | 2
放射性直肠炎 | discharge | 2
新型冠状病毒感染 | discharge | 2
月经过多 | discharge | 2
枕叶出血 | admission,discharge | 2
桡骨远端骨折 | discharge | 2
椎管内恶性肿瘤 | discharge | 2
残胃炎 | discharge | 2
浆细胞性乳腺炎 | admission,discharge | 2
浆细胞白血病 | discharge | 2
浆细胞骨髓瘤[浆细胞瘤] | admission | 2
消瘦 | admission,discharge | 2
淋巴细胞白血病 | discharge | 2
深昏迷 | discharge | 2
混合型过敏性紫癜 | admission,discharge | 2
湿疹 | discharge | 2
溃疡性结肠炎 | discharge | 2
焦虑性抑郁症 | discharge | 2
牙龈溃疡 | discharge | 2
牙龈瘤 | admission,discharge | 2
牙龈脓肿 | admission,discharge | 2
瓦登伯格综合征 | discharge | 2
甲状腺功能亢进史 | admission,discharge | 2
甲状腺囊肿 | discharge | 2
甲状腺肿物 | admission,discharge | 2
白癜风 | discharge | 2
皮肤肿物 | admission,discharge | 2
皮脂腺囊肿 | discharge | 2
直肠乙状结肠连接处恶性肿瘤 | admission | 2
直肠肿物 | admission,discharge | 2
直肠阴道瘘 | discharge | 2
眼底出血 | admission,discharge | 2
神经纤维瘤 | admission | 2
管状腺瘤 | admission | 2
精神障碍 | discharge | 2
糖尿病性视网膜病变 | discharge | 2
经典型霍奇金淋巴瘤 | discharge | 2
结肠原位癌 | admission,discharge | 2
结肠术后 | discharge | 2
结肠腺瘤样息肉病 | discharge | 2
结肠黑变病 | discharge | 2
结膜出血 | discharge | 2
继发性高血压 | discharge | 2
肝内胆管结石 | discharge | 2
肝恶性细胞瘤 | admission | 2
肝炎后肝硬化失代偿期 | admission,discharge | 2
肝肾综合征 | discharge | 2
肝脾大 | discharge | 2
肝错构瘤 | discharge | 2
肝门胆管恶性肿瘤 | admission,discharge | 2
肠道菌群失调 | discharge | 2
股骨干骨折 | discharge | 2
股骨远端骨折 | discharge | 2
肱骨干骨折 | admission,discharge | 2
肺动脉栓塞 | admission,discharge | 2
肺性脑病 | discharge | 2
肺术后 | admission,discharge | 2
肺炎克雷伯杆菌感染 | discharge | 2
肾上腺术后 | discharge | 2
肾上腺皮质功能减退症 | admission,discharge | 2
肾上腺皮质恶性肿瘤 | admission,discharge | 2
肾上腺皮质腺瘤 | admission,discharge | 2
肾上腺结节性增生 | discharge | 2
肾性贫血(？) | admission | 2
肾术后 | admission,discharge | 2
肾炎综合征 | discharge | 2
肾积水伴输尿管结石 | admission,discharge | 2
肾输尿管恶性肿瘤 | admission,discharge | 2
胃底静脉曲张 | admission,discharge | 2
胃恶性肿瘤(多发转移) | admission | 2
胃潴留 | discharge | 2
胃造口状态 | discharge | 2
胆囊结石嵌顿 | admission,discharge | 2
胆总管恶性肿瘤 | admission,discharge | 2
胆总管结石 | admission,discharge | 2
胆汁反流 | discharge | 2
胆管出血 | admission,discharge | 2
胆管支架置入术后 | admission,discharge | 2
胆管梗阻 | admission,discharge | 2
胆道恶性肿瘤 | admission,discharge | 2
胚胎型横纹肌肉瘤 | admission | 2
胰头肿块 | admission,discharge | 2
胰尾恶性肿瘤 | admission,discharge | 2
胰腺囊肿 | discharge | 2
胸腔占位性病变 | admission,discharge | 2
胸部脊髓损伤 | admission,discharge | 2
脉络丛恶性肿瘤 | admission,discharge | 2
脊柱侧弯 | discharge | 2
脊柱血管瘤 | discharge | 2
脊髓受压 | admission,discharge | 2
脑肿物 | discharge | 2
脑肿瘤切除史 | discharge | 2
脱髓鞘性白质脑病 | discharge | 2
腋下淋巴结继发恶性肿瘤 | discharge | 2
腋窝恶性肿瘤 | admission,discharge | 2
腹主动脉夹层 | admission,discharge | 2
腹壁皮肤继发恶性肿瘤 | discharge | 2
腹股沟恶性肿瘤 | discharge | 2
腹股沟淋巴结继发恶性肿瘤 | discharge | 2
腹胀 | admission,discharge | 2
腹腔内淋巴结继发性的恶性肿瘤 | discharge | 2
腹部食管恶性肿瘤 | discharge | 2
膀胱周围炎 | admission,discharge | 2
膈膨升 | discharge | 2
膝关节病 | discharge | 2
膝关节积液 | discharge | 2
自身免疫性溶血性贫血 | admission,discharge | 2
菌血症 | discharge | 2
营养性慢性贫血 | admission,discharge | 2
血管性紫癜 | admission,discharge | 2
贲门梗阻 | discharge | 2
转移性小叶浸润性癌 | admission | 2
输尿管狭窄 | admission,discharge | 2
运动障碍 | discharge | 2
进行性肌营养不良 | admission,discharge | 2
酒精性肝硬化 | admission,discharge | 2
重叠综合征，其他的 | admission | 2
锁骨上继发恶性肿瘤 | admission,discharge | 2
间质性瘤 | admission,discharge | 2
阑尾炎，其他的 | discharge | 2
阴茎原位癌 | admission | 2
阴茎肿物 | admission,discharge | 2
阴道外阴恶性肿瘤 | admission,discharge | 2
阴道炎 | discharge | 2
阴道肿物 | admission,discharge | 2
附件继发恶性肿瘤 | discharge | 2
陈旧性前间壁心肌梗死 | discharge | 2
陈旧性股骨头骨折 | admission,discharge | 2
陈旧性骨盆骨折 | discharge | 2
难治性白血病 | admission,discharge | 2
静脉曲张 | discharge | 2
面单纯疱疹 | admission,discharge | 2
顶骨恶性肿瘤 | admission,discharge | 2
颅咽管肿瘤 | admission,discharge | 2
颈总动脉斑块 | admission | 2
颈部局部肿物 | admission,discharge | 2
颈部肿物 | admission,discharge | 2
颌下淋巴结肿大 | admission,discharge | 2
颌下腺恶性肿瘤 | admission,discharge | 2
颌下间隙感染 | admission,discharge | 2
食管支架置入术后 | discharge | 2
食管梗阻 | admission,discharge | 2
食管狭窄 | admission,discharge | 2
食管瘘 | discharge | 2
食管胃底静脉曲张破裂出血 | admission,discharge | 2
骨质疏松 | discharge | 2
骨软骨瘤病 | admission | 2
骨髓坏死 | admission,discharge | 2
髂骨继发恶性肿瘤 | discharge | 2
高胆固醇血症 | discharge | 2
高血压急症 | admission,discharge | 2
高血压病1级(中危) | discharge | 2
高血压病3级(中危) | discharge | 2
鼻腔继发恶性肿瘤 | discharge | 2
2型糖尿病性酮症 | discharge | 1
Ⅱ型糖原贮积症 | discharge | 1
三叉神经炎 | discharge | 1
三叉神经痛 | discharge | 1
上皮样细胞肉瘤 | admission | 1
上肢恶性肿瘤 | discharge | 1
上肢骨折 | discharge | 1
下肢动脉血栓形成 | discharge | 1
下肢局部肿物 | admission | 1
下肢损伤 | discharge | 1
下肢静脉曲张(术后) | admission | 1
不全性带状疱疹 | discharge | 1
丘脑出血 | discharge | 1
中性粒细胞减少症 | discharge | 1
中昏迷 | discharge | 1
乙状结肠息肉 | discharge | 1
乳房恶性肿瘤 | discharge | 1
乳房结节 | discharge | 1
乳腺恶性肿瘤(？) | admission | 1
乳腺炎 | discharge | 1
乳腺钙化 | admission | 1
二尖瓣脱垂伴关闭不全 | discharge | 1
亚临床甲状腺功能亢进 | discharge | 1
亚急性甲状腺炎 | discharge | 1
亚急性髓系白血病 | admission | 1
人类免疫缺陷病毒\[HIV\]病造成的其他类型的非霍奇金淋巴瘤 | discharge | 1
人类免疫缺陷病毒\[HIV\]病造成的多发性恶性肿瘤 | discharge | 1
伴环形铁粒幼红细胞的难治性贫血 | discharge | 1
侵袭性葡萄胎 | discharge | 1
先天性多发性骨软骨瘤 | discharge | 1
先天性多发性骨软骨瘤病 | discharge | 1
先天性子宫缺失 | discharge | 1
免疫缺陷 | discharge | 1
全组鼻窦炎 | discharge | 1
具有心脏起搏器 | discharge | 1
冠状动脉搭桥术后 | discharge | 1
凝血障碍 | admission | 1
出血 | discharge | 1
出血性脑梗死 | discharge | 1
分支传导阻滞，其他的 | admission | 1
创伤性失明 | discharge | 1
创伤性颅内出血 | discharge | 1
创伤性颅内血肿 | discharge | 1
前体B细胞淋巴细胞白血病 | discharge | 1
前体T细胞淋巴细胞白血病 | discharge | 1
前列腺脓肿 | discharge | 1
副乳腺腺病 | discharge | 1
功能性腹泻 | discharge | 1
动脉瘤 | discharge | 1
包裹性胸膜炎 | discharge | 1
医源性糖尿病 | discharge | 1
十二指肠术后 | discharge | 1
十二指肠肿瘤 | discharge | 1
单侧卵巢切除术后状态 | discharge | 1
单侧肺气肿 | discharge | 1
单发性浆细胞骨髓瘤 | discharge | 1
单纯性牙周炎 | discharge | 1
卵巢原位癌 | discharge | 1
卵巢恶性肿瘤(？) | admission | 1
卵巢脓肿 | discharge | 1
卵巢黄体破裂 | discharge | 1
原发性干燥综合征肾损害 | discharge | 1
双侧输卵管卵巢切除术后状态 | discharge | 1
反酸 | discharge | 1
受压区压疮 | discharge | 1
口恶性肿瘤 | discharge | 1
口腔粘膜其他的损害 | discharge | 1
口腔黏膜出血 | discharge | 1
右眼失明 | admission | 1
右肺下叶恶性肿瘤 | discharge | 1
后天性胆囊缺失 | discharge | 1
呼吸停止 | discharge | 1
呼吸道合胞病毒感染 | admission | 1
呼吸道真菌感染 | discharge | 1
喉肿物 | admission | 1
喘息性支气管肺炎 | discharge | 1
嗳气 | discharge | 1
回盲部肿物 | discharge | 1
坏死性筋膜炎 | admission | 1
坐骨骨折 | discharge | 1
外周T细胞淋巴瘤 | admission | 1
外周T细胞淋巴瘤(非特指型) | discharge | 1
外耳道脓肿 | discharge | 1
外阴尖锐湿疣 | discharge | 1
多发性肝囊肿 | admission | 1
多发性骨髓瘤(？) | admission | 1
多处骨折 | discharge | 1
多重感染的肺炎 | discharge | 1
大脑动脉粥样硬化 | discharge | 1
大脑后动脉狭窄 | discharge | 1
头、面和颈部结缔组织和其他软组织的良性肿瘤 | discharge | 1
头晕 | discharge | 1
头部痈 | discharge | 1
女性盆腔炎性疾病 | discharge | 1
女性盆腔炎性疾病，其他特指的 | discharge | 1
妊娠合并高血压病 | discharge | 1
子宫内膜原位癌 | discharge | 1
子宫内膜囊肿 | discharge | 1
子宫内膜息肉 | discharge | 1
子宫内膜样腺瘤 | admission | 1
子宫肿瘤 | discharge | 1
宫颈切除术后状态 | discharge | 1
宫颈炎性疾病 | admission | 1
宫颈肥大 | discharge | 1
宫颈褥疮性溃疡 | discharge | 1
小细胞癌 | admission | 1
小脑出血 | discharge | 1
小脑梗死 | discharge | 1
小脑角脂肪瘤 | discharge | 1
少尿 | discharge | 1
尖锐湿疣 | discharge | 1
尿急 | discharge | 1
尿血 | admission | 1
尿频 | discharge | 1
左后分支传导阻滞 | admission | 1
巨幼红细胞性贫血 | discharge | 1
布-加综合征[budd-chiari综合征] | discharge | 1
干燥综合征性中枢神经损害(？) | admission | 1
应激性溃疡伴出血 | discharge | 1
应激性胃溃疡 | discharge | 1
异常子宫出血 | admission | 1
异常的子宫和阴道出血 | admission | 1
弥漫性非霍奇金淋巴瘤 | discharge | 1
心力衰竭 心功能IV级(NYHA分级) | admission | 1
心功能IV级(NYHA分级) | discharge | 1
心律失常 Ⅰ度房室传导阻滞 | admission | 1
心律失常 窦性心动过缓 完全性左束支传导阻滞 | admission | 1
心律失常(房性早搏 窦性心动过) | admission | 1
心律失常(窦性心动过缓) | admission | 1
心源性休克 | discharge | 1
心脏术后 | discharge | 1
心脏继发恶性肿瘤 | discharge | 1
急性B淋巴细胞白血病 | admission | 1
急性前列腺炎 | discharge | 1
急性化脓性中耳炎 | discharge | 1
急性化脓性阑尾炎 | discharge | 1
急性双系白血病 | discharge | 1
急性呼吸衰竭 | discharge | 1
急性失血性贫血 | discharge | 1
急性支气管炎 | discharge | 1
急性早幼粒细胞性白血病，完全缓解 | discharge | 1
急性早幼粒细胞白血病(M3型) | discharge | 1
急性淋巴细胞性白血病 | discharge | 1
急性淋巴结炎 | discharge | 1
急性白血病髓外复发 | discharge | 1
急性粒细胞性白血病 | discharge | 1
急性糜烂性胃炎 | discharge | 1
急性重症胰腺炎 | discharge | 1
急性颈部淋巴结炎 | discharge | 1
急性颈部淋巴结炎(高度怀疑) | admission | 1
恶性肿瘤免疫治疗后的随诊检查 | discharge | 1
恶性肿瘤化学治疗后的随诊检查 | discharge | 1
恶性肿瘤放射治疗后的随诊检查 | discharge | 1
恶性肿瘤术前化疗 | discharge | 1
恶性肿瘤术后靶向治疗 | discharge | 1
恶性肿瘤终末期治疗 | admission | 1
恶性胸腺瘤 | admission | 1
意识模糊 | discharge | 1
意识错乱 | admission | 1
慢性中耳炎 | discharge | 1
慢性再生障碍性贫血 | discharge | 1
慢性呼吸衰竭(II型呼吸衰竭) | discharge | 1
慢性失血性贫血 | discharge | 1
慢性女性盆腔炎 | discharge | 1
慢性气管支气管炎 | discharge | 1
慢性浅表性胃炎(伴糜烂) | admission | 1
慢性牙周炎 | discharge | 1
慢性粒细胞性白血病伴缓解(急淋变) | discharge | 1
慢性粒细胞白血病t(9:22)(q34；q11) | discharge | 1
慢性肝衰竭 | discharge | 1
慢性肾炎 | discharge | 1
慢性肾脏病5期 | discharge | 1
慢性肾衰竭 | discharge | 1
慢性阻塞性肺疾病 | admission | 1
慢性阻塞性肺疾病IV级 | discharge | 1
慢性顽固性疼痛 | discharge | 1
慢性骨髓增殖性疾病(不能分型) | admission | 1
截瘫[双下肢瘫痪] | discharge | 1
扁桃体恶性肿瘤 | admission | 1
扁桃体炎 | discharge | 1
手术后切口愈合不良 | discharge | 1
手术后切口感染 | discharge | 1
拇指不全切断 | discharge | 1
操作后伤口积液 | discharge | 1
支气管和肺原位癌 | discharge | 1
放射治疗史 | discharge | 1
新生儿幽门痉挛 | discharge | 1
月经紊乱 | discharge | 1
桥本甲状腺毒症 | discharge | 1
椎管内肿物 | discharge | 1
残胃出血 | discharge | 1
毛囊炎 | discharge | 1
气管狭窄 | admission | 1
气管继发恶性肿瘤 | admission | 1
气胸(左肺) | admission | 1
泌尿系统疾患 | discharge | 1
流行性感冒 | discharge | 1
浸润型肺结核，未做细菌学和组织学检查 | discharge | 1
浸润性导管癌 | discharge | 1
消化不良 | discharge | 1
淋巴回流障碍 | discharge | 1
淋巴浆细胞淋巴瘤 | discharge | 1
淋巴瘤(？) | admission | 1
淋巴结病 | admission | 1
淋巴肉瘤 | discharge | 1
滑膜炎 | discharge | 1
牙痛 | discharge | 1
牙龈血肿 | discharge | 1
甲状腺良性肿瘤 | discharge | 1
甲癣 | discharge | 1
